text;to;from;moment
Je veux me rendre à Figeac en partant de Saint-maclou-de-folleville;Figeac;Saint-maclou-de-folleville;
Itiniréraire jusqu'a Aubagne depuis Gironde-sur-dropt;Aubagne;Gironde-sur-dropt;
Emmène moi de Lussac-les-châteaux à Calais;Calais;Lussac-les-châteaux;
trajet Agde Saint-julien-du-sault;Saint-julien-du-sault;Agde;
Quel est l'itinéraire entre Suresnes et Sallaumines;Sallaumines;Suresnes;
de Ebersheim à Fougerolles;Fougerolles;Ebersheim;
Quel trajet pour Gonfaron Esbly;Esbly;Gonfaron;
je veux partir de Luc-en-diois pour Saint-pol-sur-ternoise;Saint-pol-sur-ternoise;Luc-en-diois;
mercredi après-midi, je vais à Saint-romain-le-puy depuis Lathus-saint-rémy;Saint-romain-le-puy;Lathus-saint-rémy;mercredi après-midi
je vais à Saint-priest depuis La ferté-hauterive;Saint-priest;La ferté-hauterive;
itinéraire Faverney Vulaines-sur-seine;Vulaines-sur-seine;Faverney;
jeudi après-midi, je vais à Boisseaux depuis Leval;Boisseaux;Leval;jeudi après-midi
Je suis à Achiet-le-grand et je veux aller à Morhange;Morhange;Achiet-le-grand;
Rixheim Conches-en-ouche jeudi après-midi;Conches-en-ouche;Rixheim;jeudi après-midi
Trouve un train partant de Enghien-les-bains et allant à Coignières;Coignières;Enghien-les-bains;
train Donchery Ablon-sur-seine dimanche après-midi;Ablon-sur-seine;Donchery;dimanche après-midi
Je veux aller de Courtenay à Lamonzie-saint-martin mercredi matin;Lamonzie-saint-martin;Courtenay;mercredi matin
ils veulent aller de Saint-victurnien jusqu'à Villeneuve-la-guyard;Villeneuve-la-guyard;Saint-victurnien;
la semaine prochaine, je voudrais aller de Chenonceaux à Gragnague;Gragnague;Chenonceaux;la semaine prochaine
Je cherche un train Château-du-loir Mazamet;Mazamet;Château-du-loir;
Le train Courzieu Salles-courbatiès;Salles-courbatiès;Courzieu;
Depuis Fontenay-sur-loing à Vic-sur-cère;Vic-sur-cère;Fontenay-sur-loing;
Je veux aller de Attin à Villiers-sur-loir;Villiers-sur-loir;Attin;
Comment aller à Gretz-armainvilliers depuis Saint-rome-de-cernon;Gretz-armainvilliers;Saint-rome-de-cernon;
lundi après-midi, je voudrais aller de Saint-solve à Frasne;Frasne;Saint-solve;lundi après-midi
Comment aller de Sains-du-nord à Saint-pourçain-sur-sioule;Saint-pourçain-sur-sioule;Sains-du-nord;
Ma provenance et ma destination sont Belleville-sur-vie et Saint-brice-courcelles;Saint-brice-courcelles;Belleville-sur-vie;
La ligne Aigueperse Saint-étienne-de-montluc;Saint-étienne-de-montluc;Aigueperse;
Je pars demain de Nesle pour aller à Rungis;Rungis;Nesle;demain
Je prends le train Condom Gardonne;Gardonne;Condom;
Je suis actuellement à Sessenheim et j'aimerais partir à Attigny;Attigny;Sessenheim;
train Poinçon-lès-larrey Flers-en-escrebieux;Flers-en-escrebieux;Poinçon-lès-larrey;
je viens de Briollay et je veux aller à Coutras;Coutras;Briollay;
Je cherche le train le plus rapide pour faire Saintes Menars;Menars;Saintes;
train Connantre Bruyères-sur-oise dans six heures;Bruyères-sur-oise;Connantre;dans six heures
J'irai bien à la gare de Thiers depuis la gare de Cloyes-sur-le-loir;Thiers;Cloyes-sur-le-loir;
train Villefranche-sur-saone Collonges-au-mont-d'or maintenant;Collonges-au-mont-d'or;Villefranche-sur-saone;maintenant
Je pars vendredi de La chaussée-saint-victor pour aller à Jardres;Jardres;La chaussée-saint-victor;vendredi
Je cherche un train Coignières Ambès;Ambès;Coignières;
trajet Étriché Coulommiers;Coulommiers;Étriché;
Indique moi le chemin pour Iwuy depuis Chalandray;Iwuy;Chalandray;
La ligne Royères Anzin;Anzin;Royères;
Je partirais de Louargat pour aller à Montbizot;Montbizot;Louargat;
Bretigny-sur-orge depuis Chasseradès;Bretigny-sur-orge;Chasseradès;
arrivée Thiais et départ Varades;Thiais;Varades;
dimanche, je vais à La chaumusse depuis Saint-paul-les-dax;La chaumusse;Saint-paul-les-dax;dimanche
Je souhaiterai avoir des informations sur le train Ceyzériat Écouflant;Écouflant;Ceyzériat;
Je veux aller de Le perray-en-yvelines à Aire-sur-l'adour dans un moment;Aire-sur-l'adour;Le perray-en-yvelines;dans un moment
Quel trajet pour Courbevoie Blaye;Blaye;Courbevoie;
La ligne Bons-en-chablais Clion;Clion;Bons-en-chablais;
j'aimerais me rendre à Compans en quittant Attin;Compans;Attin;
Trouve le chemin pour Cagny depuis Bruges.;Cagny;Bruges;
Je veux aller de Lattes à Mitry-mory;Mitry-mory;Lattes;
Je quitte Mazingarbe pour Corgoloin;Corgoloin;Mazingarbe;
vendredi, je voudrais aller de Ria-sirach à Obermodern-zutzendorf;Obermodern-zutzendorf;Ria-sirach;vendredi
Quel est l'itinéraire entre Bellignat et Ors;Ors;Bellignat;
Itinéraire Imphy Sallanches;Sallanches;Imphy;
Je pars de Saint-macaire pour aller à Saint-hilaire-du-rosier dans deux heures;Saint-hilaire-du-rosier;Saint-macaire;dans deux heures
Je pars de Montry pour aller à Châteaubourg;Châteaubourg;Montry;
Je quitte Saint-astier pour Touët-de-l'escarène;Touët-de-l'escarène;Saint-astier;
Je me rends à Gien en partant de La roche-en-brenil;Gien;La roche-en-brenil;
j'aimerais me rendre à Mer en quittant Fontenay-le-comte;Mer;Fontenay-le-comte;
train Parthenay Lurbe-saint-christau;Lurbe-saint-christau;Parthenay;
itinéraire Chevry Morez;Morez;Chevry;
Je pars de Origny-sainte-benoite pour aller à Hoenheim;Hoenheim;Origny-sainte-benoite;
de Lozanne à Woippy;Woippy;Lozanne;
Je suis actuellement à Saint-gilles-croix-de-vie et j’aimerais partir à La chaize-le-vicomte;La chaize-le-vicomte;Saint-gilles-croix-de-vie;
Emmène moi de Le pont-chrétien-chabenet à Gien;Gien;Le pont-chrétien-chabenet;
train Wihr-au-val Saint-cyr-en-val;Saint-cyr-en-val;Wihr-au-val;
je partirais de Commentry pour aller à Rouessé-vassé;Rouessé-vassé;Commentry;
Ma destination et ma provenance sont Sallaumines et Coignières;Sallaumines;Coignières;
Je partirais de Solignac pour aller à Rouen;Rouen;Solignac;
Trouve le chemin pour Vitry-le-francois depuis Bournoncle-saint-pierre.;Vitry-le-francois;Bournoncle-saint-pierre;
Je cherche un train Léchelle Chalon-sur-saone dans un instant;Chalon-sur-saone;Léchelle;dans un instant
L'arrivée et le départ de mon voyage sont Jarny et Tourcoing;Jarny;Tourcoing;
Je pars de L'hôpital-du-grosbois pour aller à Valmont;Valmont;L'hôpital-du-grosbois;
Je pars de Ancenis pour aller à Arbanats;Arbanats;Ancenis;
Je cherche le train le plus rapide pour faire Nonancourt Viviez;Viviez;Nonancourt;
le départ et l'arrivée de mon voyage sont Barsac et Montbard;Montbard;Barsac;
arrivée Le cailar et départ Mee-sur-seine (le );Le cailar;Mee-sur-seine (le );
le départ et l'arrivée de mon voyage sont Longevilles-mont-d'or et Ingwiller;Ingwiller;Longevilles-mont-d'or;
Trouve un train partant de Valleiry et allant à Squiffiec;Squiffiec;Valleiry;
Je souhaiterai avoir des informations sur le train Mommenheim Veigné;Veigné;Mommenheim;
Comment aller de Châtillon-sur-seine à L'étang-la-ville;L'étang-la-ville;Châtillon-sur-seine;
Comment aller de Roncq à Monistrol-d'allier;Monistrol-d'allier;Roncq;
Je souhaite le chemin le plus rapide entre les deux gares suivantes gare de Longueville-sur-scie et gare de Deluz;Deluz;Longueville-sur-scie;
Je veux aller de Romans-sur-isere à Le pallet;Le pallet;Romans-sur-isere;
Je cherche le train le plus rapide pour faire Saint-mard Formerie jeudi;Formerie;Saint-mard;jeudi
Comment aller de Harfleur à Chatellerault;Chatellerault;Harfleur;
Je me rends à Ligny-en-barrois en partant de Parempuyre;Ligny-en-barrois;Parempuyre;
Je prends le train Assier Villefranche-sur-saone;Villefranche-sur-saone;Assier;
Ma destination et ma provenance sont Albigny-sur-saône et Bedous;Albigny-sur-saône;Bedous;
Font-romeu-odeillo-via Agen;Agen;Font-romeu-odeillo-via;
Je suis actuellement à Château-du-loir et j’aimerais partir à Pihen-lès-guînes jeudi après-midi;Pihen-lès-guînes;Château-du-loir;jeudi après-midi
Ma destination et ma provenance sont Quiberon et Domblans;Quiberon;Domblans;
Comment aller de Beaulieu-sur-mer à Perrignier;Perrignier;Beaulieu-sur-mer;
je viens de Huriel et je veux aller à La ferté-alais;La ferté-alais;Huriel;
le départ et l'arrivée de mon voyage sont Montgeroult et Monnaie;Monnaie;Montgeroult;
Je veux aller à Louhossoa depuis Ricamarie (la );Louhossoa;Ricamarie (la );
Je prends le train Hendaye Montigny-sur-loing;Montigny-sur-loing;Hendaye;
Comment aller de Elne à Saint-chéron;Saint-chéron;Elne;
Je prends le train Thionville Lamure-sur-azergues;Lamure-sur-azergues;Thionville;
Je veux le trajet de Le quesnoy à Orry-la-ville;Orry-la-ville;Le quesnoy;
j'aimerais me rendre à Sainte-colombe en quittant Camiers;Sainte-colombe;Camiers;
train Einvaux Mougins;Mougins;Einvaux;
Hericourt Lumes dans deux heures;Lumes;Hericourt;dans deux heures
prochainement Cheniménil Fontenay-sur-loing;Fontenay-sur-loing;Cheniménil;prochainement
Je voudrais aller de Pamiers à Châtillon samedi soir;Châtillon;Pamiers;samedi soir
Je me rends à Blanc-mesnil (le ) en partant de Airvault;Blanc-mesnil (le );Airvault;
Trouve un train partant de Arpajon et allant à Champigny;Champigny;Arpajon;
je partirais de Anvin pour aller à Villefort;Villefort;Anvin;
j'aimerais me rendre à Menars en quittant Saint-samson-sur-rance;Menars;Saint-samson-sur-rance;
Comment aller de Damiatte à Saint-fargeau-ponthierry;Saint-fargeau-ponthierry;Damiatte;
Je cherche un trajet de Savigny-le-temple à Balagny-sur-thérain mardi soir;Balagny-sur-thérain;Savigny-le-temple;mardi soir
Dorlisheim Basse-ham mardi après-midi;Basse-ham;Dorlisheim;mardi après-midi
ils veulent aller de Chenevières jusqu'à Condé-sur-huisne;Condé-sur-huisne;Chenevières;
Je prends le train Amilly Saint-just-en-chaussée;Saint-just-en-chaussée;Amilly;
Je cherche un train Tarascon Varennes-vauzelles;Varennes-vauzelles;Tarascon;
Itinéraire Pont-sur-yonne Vielmur-sur-agout;Vielmur-sur-agout;Pont-sur-yonne;
Je voudrais aller de Onville à Etaples dans une demi-heure;Etaples;Onville;dans une demi-heure
Je veux trouver un trajet de Saint-laurent-en-grandvaux à Saint-leu-d'esserent;Saint-leu-d'esserent;Saint-laurent-en-grandvaux;
Je souhaiterai avoir des informations sur le train Lamballe Tournes;Tournes;Lamballe;
je partirais de Jonzac pour aller à Epernay;Epernay;Jonzac;
Saint-martin-d'oney Garchizy;Garchizy;Saint-martin-d'oney;
Donne moi l'itinéraire pour aller à Velars-sur-ouche en partant de Millas;Velars-sur-ouche;Millas;
Le train Aime Aiguebelle;Aiguebelle;Aime;
je veux partir de Homécourt pour Mauves-sur-loire;Mauves-sur-loire;Homécourt;
trajet Taillebourg Avrechy;Avrechy;Taillebourg;
je partirais de Engenville pour aller à Bourgoin-jallieu;Bourgoin-jallieu;Engenville;
Je pars de Aubiat pour aller à Glos-sur-risle;Glos-sur-risle;Aubiat;
Donne moi l'itinéraire pour aller à Saint-erme-outre-et-ramecourt en partant de Duault;Saint-erme-outre-et-ramecourt;Duault;
Trouve le chemin pour Bitschwiller-lès-thann depuis Saint-rome-de-cernon.;Bitschwiller-lès-thann;Saint-rome-de-cernon;
Guide moi de Polliat vers Bois-le-roi;Bois-le-roi;Polliat;
Comment aller de Sallaumines à Tergnier samedi après-midi;Tergnier;Sallaumines;samedi après-midi
Comment aller de Blonville-sur-mer à Magalas;Magalas;Blonville-sur-mer;
Je veux aller de Velars-sur-ouche à Belleville-sur-vie;Belleville-sur-vie;Velars-sur-ouche;
Je cherche le train le plus rapide pour faire Bosmie-l'aiguille Landerneau dimanche après-midi;Landerneau;Bosmie-l'aiguille;dimanche après-midi
j'aimerais partir de Saint-yrieix-la-perche pour me rendre à Castillon-la-bataille;Castillon-la-bataille;Saint-yrieix-la-perche;
Monéteau Saint-cergues;Saint-cergues;Monéteau;
je partirais de Luzy pour aller à Thionville;Thionville;Luzy;
J'irai bien à la gare de Bornel depuis la gare de Roeschwoog;Bornel;Roeschwoog;
je partirais de Podensac pour aller à Thouars;Thouars;Podensac;
Je suis actuellement à Ollioules et j'aimerais partir à Cransac;Cransac;Ollioules;
Je cherche un train Boulogne-sur-mer Arles;Arles;Boulogne-sur-mer;
je viens de Les quatre-routes-du-lot et je veux aller à Rumilly;Rumilly;Les quatre-routes-du-lot;
Je voudrais aller de Cuinchy à La verpillière;La verpillière;Cuinchy;
itinéraire Ustaritz Saint-gaudens;Saint-gaudens;Ustaritz;
Je suis actuellement à Limeray et j’aimerais partir à Beziers;Beziers;Limeray;
demain soir, je vais à Palaiseau depuis Chevillon;Palaiseau;Chevillon;demain soir
Je suis à Chagny et je veux aller à Bidarray;Bidarray;Chagny;
Je cherche un trajet de Livron-sur-drôme à Saint-andré-de-corcy;Saint-andré-de-corcy;Livron-sur-drôme;
Je suis à Pleine-fougères et je veux aller à Cadaujac;Cadaujac;Pleine-fougères;
Itinéraire Uzerche Corgoloin;Corgoloin;Uzerche;
Je suis à Audruicq et je veux aller à Longjumeau;Longjumeau;Audruicq;
Banassac Chantonnay;Chantonnay;Banassac;
Itinéraire Hesdin Carantilly;Carantilly;Hesdin;
trajet Croix Rumilly;Rumilly;Croix;
Je cherche le train le plus rapide pour faire Chamousset Brionne;Brionne;Chamousset;
Comment me rendre à Eaubonne depuis Longueville;Eaubonne;Longueville;
Je pars de Frévin-capelle pour aller à Chamelet dans six heures;Chamelet;Frévin-capelle;dans six heures
le départ et l'arrivée de mon voyage sont Cransac et Sillé-le-guillaume;Sillé-le-guillaume;Cransac;
Je pars vendredi soir de Tiercelet pour aller à Racquinghem;Racquinghem;Tiercelet;vendredi soir
Le train Meurchin Civray;Civray;Meurchin;
Je veux me rendre à Saint-juéry en partant de Blangy-sur-ternoise;Saint-juéry;Blangy-sur-ternoise;
Donne moi l'itinéraire pour aller à Bessay-sur-allier en partant de Hesdigneul-lès-boulogne;Bessay-sur-allier;Hesdigneul-lès-boulogne;
La ligne Altkirch Wambrechies;Wambrechies;Altkirch;
Comment me rendre à Ygos-saint-saturnin depuis Mussidan;Ygos-saint-saturnin;Mussidan;
Allons à Saint-etienne depuis Saint-erme-outre-et-ramecourt;Saint-etienne;Saint-erme-outre-et-ramecourt;
de Sévérac-le-château à Nomexy;Nomexy;Sévérac-le-château;
Je pars de Toulon pour aller à Collonges dans trois heures;Collonges;Toulon;dans trois heures
Comment aller à Aniche depuis Wilwisheim;Aniche;Wilwisheim;
Itinéraire Dompierre-sur-besbre Courcelles-sur-nied;Courcelles-sur-nied;Dompierre-sur-besbre;
Je voudrais aller de Rang-du-fliers à Aubigny-sur-nère jeudi soir;Aubigny-sur-nère;Rang-du-fliers;jeudi soir
Je souhaiterai avoir des informations sur le train Poigny Clayes-sous-bois (les);Clayes-sous-bois (les);Poigny;
Je pars dimanche matin de Isle-sur-la-sorgue (l' ) pour aller à Faulquemont;Faulquemont;Isle-sur-la-sorgue (l' );dimanche matin
Je veux aller de Breuillet à Montmélian demain;Montmélian;Breuillet;demain
Je cherche un train Fourmies Trie-château;Trie-château;Fourmies;
arrivée Châteaulin et départ Égletons;Châteaulin;Égletons;
Je suis à Étang-sur-arroux et je souhaite me rendre à Pomas;Pomas;Étang-sur-arroux;
Quel trajet pour Les houches Donjeux;Donjeux;Les houches;
Itinéraire Biarritz Saverdun;Saverdun;Biarritz;
J'aimerais me rendre sur Petit-quevilly (le ) en partant de Lumes;Petit-quevilly (le );Lumes;
Je prends le train Squiffiec Colombiers;Colombiers;Squiffiec;
Comment aller de Montreuil-juigné à Kintzheim jeudi;Kintzheim;Montreuil-juigné;jeudi
Je cherche un train Septemes-les-vallons Vivy;Vivy;Septemes-les-vallons;
Je veux aller de Saint-pierre-le-viger à Louroux-de-bouble;Louroux-de-bouble;Saint-pierre-le-viger;
Je suis à Port-la-nouvelle et je souhaite me rendre à Réding;Réding;Port-la-nouvelle;
Je souhaiterai avoir des informations sur le train Nort-sur-erdre Labège;Labège;Nort-sur-erdre;
Je veux aller à Saint-pierre-de-chignac depuis Le bousquet-d'orb;Saint-pierre-de-chignac;Le bousquet-d'orb;
Montlucon jeudi matin depuis Brioude;Montlucon;Brioude;jeudi matin
Je voudrais aller de Carentan à Trosly-breuil maintenant;Trosly-breuil;Carentan;maintenant
je vais à Méricourt-l'abbé depuis Villers-bretonneux;Méricourt-l'abbé;Villers-bretonneux;
j'aimerais me rendre à Moncrabeau en quittant Arnouville-les-gonesse;Moncrabeau;Arnouville-les-gonesse;
ils veulent aller de Moissac jusqu'à Sannois;Sannois;Moissac;
Je veux aller de Cambo-les-bains à Miniac-morvan;Miniac-morvan;Cambo-les-bains;
Trouve le chemin pour Motteville depuis Laveissière.;Motteville;Laveissière;
train Drancy Le cheylas;Le cheylas;Drancy;
Le train Corbigny Montaignac-saint-hippolyte;Montaignac-saint-hippolyte;Corbigny;
Je suis actuellement à Nançois-sur-ornain et j’aimerais partir à Schopperten;Schopperten;Nançois-sur-ornain;
je partirais de Le cannet-des-maures pour aller à Villiers-saint-georges;Villiers-saint-georges;Le cannet-des-maures;
Aubin Origny-sainte-benoite;Origny-sainte-benoite;Aubin;
itinéraire jusqu'a Verberie en partant de Pomas;Verberie;Pomas;
Je voudrais aller de Walbourg à Pineuilh samedi après-midi;Pineuilh;Walbourg;samedi après-midi
L'arrivée et le départ de mon voyage sont Hyeres et Bétheniville;Hyeres;Bétheniville;
arrivée Ayron et départ Huriel;Ayron;Huriel;
train Martigné-ferchaud Vernou-la-celle-sur-seine;Vernou-la-celle-sur-seine;Martigné-ferchaud;
Comment aller à Fépin depuis Saint-julien-mont-denis;Fépin;Saint-julien-mont-denis;
Je cherche un trajet de Vinay à Mailly-le-camp jeudi après-midi;Mailly-le-camp;Vinay;jeudi après-midi
le départ et l'arrivée de mon voyage sont Orange et Brou;Brou;Orange;
Je veux le trajet de Saint-julien-mont-denis à Franois;Franois;Saint-julien-mont-denis;
Indique moi le chemin pour Renescure depuis Dettwiller;Renescure;Dettwiller;
jeudi matin je partirais de Coudekerque-branche pour aller à Saint-omer;Saint-omer;Coudekerque-branche;jeudi matin
Je prends le train Gergy Laval-de-cère dans un instant;Laval-de-cère;Gergy;dans un instant
Je souhaiterai avoir des informations sur le train Boran-sur-oise Mignères qui part vendredi soir;Mignères;Boran-sur-oise;vendredi soir
Je souhaite le chemin le plus rapide entre les deux gares suivantes gare de Modane et gare de Houdemont;Houdemont;Modane;
Viviez Zoufftgen;Zoufftgen;Viviez;
Je cherche le train le plus rapide pour faire Salon-de-provence Bourg-saint-maurice;Bourg-saint-maurice;Salon-de-provence;
je viens de Saint-hilaire-peyroux et je veux aller à Lannemezan;Lannemezan;Saint-hilaire-peyroux;
Trouve un train partant de Asnieres-sur-seine et allant à Fépin;Fépin;Asnieres-sur-seine;
Je veux trouver un trajet de Garchizy à Bailleul-sur-thérain;Bailleul-sur-thérain;Garchizy;
Quel est l'itinéraire entre Saint-georges-de-reneins et Neuvy-pailloux;Neuvy-pailloux;Saint-georges-de-reneins;
Je pars vendredi soir de Vergèze pour aller à Le perray-en-yvelines;Le perray-en-yvelines;Vergèze;vendredi soir
j'aimerais partir de Le coudray-montceaux pour me rendre à Cordemais;Cordemais;Le coudray-montceaux;
Itinéraire La haie-fouassière Landébia;Landébia;La haie-fouassière;
La ligne Montivilliers Bresles;Bresles;Montivilliers;
Comment aller de Bussière-galant à Chauffailles;Chauffailles;Bussière-galant;
Donne moi l'itinéraire pour aller à Couloisy en partant de Melesse;Couloisy;Melesse;
Je voudrais aller de Patay à Boigneville bientôt;Boigneville;Patay;bientôt
Je souhaite le chemin le plus rapide entre les deux gares suivantes gare de Saint-senoux et gare de Guillaucourt;Guillaucourt;Saint-senoux;
Je prends le train Busigny Clamecy;Clamecy;Busigny;
lundi après-midi Albertville Guichen;Guichen;Albertville;lundi après-midi
bientôt, je vais à Elne depuis Thiais;Elne;Thiais;bientôt
Comment aller de Rennes à Port-la-nouvelle;Port-la-nouvelle;Rennes;
Je suis actuellement à Thann et j’aimerais partir à Sanry-sur-nied;Sanry-sur-nied;Thann;
mercredi Labège Nanteuil-le-haudouin;Nanteuil-le-haudouin;Labège;mercredi
Je suis actuellement à Le teil et j’aimerais partir à Marseille lundi matin;Marseille;Le teil;lundi matin
Je voudrais aller de Bergerac à Butry-sur-oise lundi;Butry-sur-oise;Bergerac;lundi
le mois prochain, je vais à Villeneuve-loubet depuis Esclanèdes;Villeneuve-loubet;Esclanèdes;le mois prochain
Je cherche un train Oullins Vitrolles;Vitrolles;Oullins;
je viens de Étalans et je veux aller à Chabris;Chabris;Étalans;
Je veux me rendre à Fontaines-d'ozillac en partant de Lacq;Fontaines-d'ozillac;Lacq;
Comment aller à La porcherie depuis Arbois;La porcherie;Arbois;
Je me rends à Sarreguemines en partant de Mouchard;Sarreguemines;Mouchard;
Je suis à Dontrien et je veux aller à Roanne;Roanne;Dontrien;
Quel est l'itinéraire entre Menars et Varennes-sur-seine;Varennes-sur-seine;Menars;
ils veulent aller de Palaiseau jusqu'à Saint-sever-de-saintonge;Saint-sever-de-saintonge;Palaiseau;
Comment aller de Firminy à Cap-d'ail;Cap-d'ail;Firminy;
Je veux trouver un trajet de Aiguillon à Longroy;Longroy;Aiguillon;
Emmène moi de Gallargues-le-montueux à Vernou-la-celle-sur-seine;Vernou-la-celle-sur-seine;Gallargues-le-montueux;
Ruelle-sur-touvre Teste-de-buch (la ) maintenant;Teste-de-buch (la );Ruelle-sur-touvre;maintenant
Viviers-du-lac Monnerville;Monnerville;Viviers-du-lac;
Comment me rendre à Concarneau depuis Yvetot;Concarneau;Yvetot;
Je cherche un train Bricon Époisses;Époisses;Bricon;
train Corbenay Valdahon mardi;Valdahon;Corbenay;mardi
Je veux me rendre à Le grau-du-roi en partant de Noyant-de-touraine;Le grau-du-roi;Noyant-de-touraine;
vendredi matin, je voudrais aller de Montchanin à Muizon;Muizon;Montchanin;vendredi matin
Allons à Neuville-sur-sarthe depuis Montlaur;Neuville-sur-sarthe;Montlaur;
Je cherche le train le plus rapide pour faire Gourdon Vitry-la-ville;Vitry-la-ville;Gourdon;
Je cherche le train le plus rapide pour faire Morteau Chatillon;Chatillon;Morteau;
itinéraire Marseille Origny-en-thiérache;Origny-en-thiérache;Marseille;
Je prends le train Saint-mard Puy-guillaume;Puy-guillaume;Saint-mard;
Guide moi de Lardy vers Montreuil-juigné;Montreuil-juigné;Lardy;
La ligne Lempdes-sur-allagnon Alizay;Alizay;Lempdes-sur-allagnon;
arrivée Montreuil et départ Mézin;Montreuil;Mézin;
Je prends le train Le perray-en-yvelines Saint-germain-sur-meuse;Saint-germain-sur-meuse;Le perray-en-yvelines;
Guide moi de Coussey vers Couffoulens;Couffoulens;Coussey;
Je voudrais aller de Louverné à Le cellier demain;Le cellier;Louverné;demain
Je cherche un train La croix-en-touraine Taillebourg;Taillebourg;La croix-en-touraine;
train Benfeld Corbigny;Corbigny;Benfeld;
Je souhaiterai avoir des informations sur le train Moyeuvre-grande Maxilly-sur-saône;Maxilly-sur-saône;Moyeuvre-grande;
Je souhaiterai avoir des informations sur le train Valleroy Irigny;Irigny;Valleroy;
Je veux aller de Vias à Villeperdue samedi soir;Villeperdue;Vias;samedi soir
je veux partir de Saulieu pour Nortkerque;Nortkerque;Saulieu;
dans deux heures, je voudrais aller de Portieux à Rouessé-vassé;Rouessé-vassé;Portieux;dans deux heures
Je souhaiterai avoir des informations sur le train Villers-cotterêts Le cendre qui part mercredi soir;Le cendre;Villers-cotterêts;mercredi soir
train Pont-saint-vincent Sommery;Sommery;Pont-saint-vincent;
Je souhaite le chemin le plus rapide entre les deux gares suivantes gare de Messac et gare de Mareil-marly;Mareil-marly;Messac;
Ma destination et ma provenance sont Lempdes-sur-allagnon et Chilly-mazarin;Lempdes-sur-allagnon;Chilly-mazarin;
ils veulent aller de Madeleine (la ) jusqu'à Saint-pellerin;Saint-pellerin;Madeleine (la );
Montmagny Corbigny;Corbigny;Montmagny;
Comment aller de Dreuil-lès-amiens à Villeneuve-la-comtesse;Villeneuve-la-comtesse;Dreuil-lès-amiens;
Je souhaiterai avoir des informations sur le train Cestas Gironde-sur-dropt;Gironde-sur-dropt;Cestas;
Je suis actuellement à Orthez et j’aimerais partir à Allenc samedi soir;Allenc;Orthez;samedi soir
Je veux aller de Sarreinsming à Gennevilliers maintenant;Gennevilliers;Sarreinsming;maintenant
Suèvres Villars-les-dombes;Villars-les-dombes;Suèvres;
Le train Grandvilliers Montauban;Montauban;Grandvilliers;
Le train Bugeat Hagetmau;Hagetmau;Bugeat;
Je pars dimanche matin de La ménitré pour aller à Valergues;Valergues;La ménitré;dimanche matin
itinéraire jusqu'a Moirans en partant de Saint-leu-d'esserent;Moirans;Saint-leu-d'esserent;
Comment aller de Vannes à Maroeuil;Maroeuil;Vannes;
Je cherche un train Caussade Raismes;Raismes;Caussade;
trajet Jâlons Braine;Braine;Jâlons;
Je souhaiterai avoir des informations sur le train Rosheim Poissy;Poissy;Rosheim;
de Vergèze à Villefort;Villefort;Vergèze;
Je cherche le train le plus rapide pour faire Ailly-sur-noye Albert;Albert;Ailly-sur-noye;
Je suis à Le theil-de-bretagne et je veux aller à Saumur;Saumur;Le theil-de-bretagne;
Je souhaiterai avoir des informations sur le train Danjoutin Soisy-sous-montmorency;Soisy-sous-montmorency;Danjoutin;
Je suis à Gallargues-le-montueux et je souhaite me rendre à Saint-pol-de-léon;Saint-pol-de-léon;Gallargues-le-montueux;
Je quitte Montbarrey pour Saône;Saône;Montbarrey;
Nuits-saint-georges Saint-manvieu-norrey prochainement;Saint-manvieu-norrey;Nuits-saint-georges;prochainement
J'aimerais me rendre sur Saint-vincent-de-tyrosse en partant de Avrechy;Saint-vincent-de-tyrosse;Avrechy;
Emmène moi de Herny à Vrigne-meuse;Vrigne-meuse;Herny;
Je prends le train Chaux-des-crotenay Trith-saint-léger;Trith-saint-léger;Chaux-des-crotenay;
Comment aller de Boëssé-le-sec à Gondrecourt-le-château;Gondrecourt-le-château;Boëssé-le-sec;
Je me rends à Neuvic en partant de Foug;Neuvic;Foug;
Je cherche le train le plus rapide pour faire Crécy-la-chapelle Suippes;Suippes;Crécy-la-chapelle;
Je veux le trajet de Buzy-darmont à Machilly;Machilly;Buzy-darmont;
Indique moi le chemin pour Bazarnes depuis Landébia;Bazarnes;Landébia;
Comment aller de Ambronay à Villette-sur-aube;Villette-sur-aube;Ambronay;
Je veux aller de Loisy-sur-marne à Schirmeck vendredi après-midi;Schirmeck;Loisy-sur-marne;vendredi après-midi
Quel trajet pour Peyrehorade Sury-le-comtal;Sury-le-comtal;Peyrehorade;
Je veux trouver un trajet de Etampes à Saint-etienne;Saint-etienne;Etampes;
j'aimerais partir de Chantonnay pour me rendre à Thonon-les-bains;Thonon-les-bains;Chantonnay;
train Dordives Wacquemoulin;Wacquemoulin;Dordives;
Je cherche le train le plus rapide pour faire Villenave-d'ornon Saint-jodard;Saint-jodard;Villenave-d'ornon;
Je pars de Conchil-le-temple pour aller à Neau;Neau;Conchil-le-temple;
Je suis actuellement à Romans-sur-isere et j'aimerais partir à Salles-courbatiès;Salles-courbatiès;Romans-sur-isere;
Le train Rilly-la-montagne Saint-agnan;Saint-agnan;Rilly-la-montagne;
Mézy-moulins demain après-midi depuis Varennes-vauzelles;Mézy-moulins;Varennes-vauzelles;demain après-midi
Je suis actuellement à Saujon et j’aimerais partir à Willer-sur-thur bientôt;Willer-sur-thur;Saujon;bientôt
train Arleux Billy-montigny;Billy-montigny;Arleux;
